"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"WPR22FA197","ACC","105183","2022-06-03T13:47:00Z","Oceanside","California","United States",,"N7581F","208B0389","false","Aviation","DirectorBrief","2024-07-10T04:00:00Z","2024-07-10T17:00:00Z","Fatal","1","1","0","2",,"The right-seated pilot’s failure to correct the left-seated pilot’s mismanagement of the engine thrust, which resulted in undesired speed and thrust oscillations during the final approach and a subsequent descent into terrain.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Powerplant parameters - Incorrect use/operation, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience w/ equipment - Student/instructed pilot",,"33.219797","-117.34196","CESSNA","208B","AIR","OKB","Bob Maxwell Memorial Airfield","false","1","TP","NSCH","SKYD","091","Substantial","VMC","GoJump","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105183","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105183/pdf"
"ERA22LA255","ACC","105174","2022-06-01T17:20:00Z","Pemberton Township","New Jersey","United States",,"N3658T","301-0323","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","2022-10-14T19:00:00Z","None","0","0","0","0","0","The pilot’s improper landing flare, which resulted in a hard, bounced landing and a subsequent loss of control.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"39.944341999999999","-74.629851000000002","AIR TRACTOR INC","AT-400A","AIR","N/A","Private Airstrip","false","1","TP",,"AAPL","137","Substantial","VMC","JERSEY DEVIL DUSTERS LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105174","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105174/pdf"
"CEN22LA228","ACC","105190","2022-06-01T17:00:00Z","Allport","Arkansas","United States",,"N5007R","602-0501","false","Aviation","DirectorBrief","2024-03-20T04:00:00Z","2024-03-20T17:00:00Z","Minor","0","0","1","1","0","A partial loss of engine power due to fuel contamination from foreign object debris. Contributing to the accident was the operator’s failure to follow the manufacturer’s required airframe fuel filter inspection interval.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Owner/builder, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of maintenance - Operator, Aircraft - Aircraft systems - Fuel system - Fuel filter-strainer - Not serviced/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Object/animal/substance - Debris/dirt/foreign object - Effect on equipment",,"34.543405","-91.799332000000007","AIR TRACTOR INC","AT-602","AIR","None","Private","false","1","TP",,"AAPL","137","Substantial","VMC","WEBB FLYING SERVICE INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105190","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105190/pdf"
"WPR22LA194","ACC","105175","2022-05-30T11:35:00Z","East Sound","Washington","United States",,"N20487","17261330","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","2022-07-28T14:00:00Z","None","0","0","0","0",,"The pilot's failure to attain a proper touchdown point which, resulted in a runway overrun and collision with trees.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained",,"48.711770000000001","-123.01824000000001","CESSNA","172M","AIR","90WA","Waldron Airstrip","false","1","REC","NSCH","BUS","135","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105175","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105175/pdf"
"CEN22FA215","ACC","105142","2022-05-28T13:40:00Z","Whiskerville","Arkansas","United States",,"N178LB","178B","false","Aviation","DirectorBrief","2024-05-14T04:00:00Z","2024-05-14T21:00:00Z","Fatal","1","0","0","1","0","The pilot misjudged the approach during the emergency landing, likely due to the full chemical load, and impacted a ditch, resulting in substantial damage and postimpact fire. Contributing to the pilot’s injuries was the lack of a crash-resistant fuel system in the airplane.","Aircraft - Aircraft systems - Fuel system - (general) - Damaged/degraded, Aircraft - Aircraft systems - Fuel system - (general) - Design, Aircraft - Aircraft systems - Equipment/furnishings - Agricultural/external load sys - Not used/operated, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome",,"36.133294999999997","-90.800470000000004","GRUMMAN AMERICAN AVN. CORP","G-164","AIR",,,"false","1","TP",,"AAPL","137","Destroyed","VMC","HACKBERRY FLYING SERVICE, LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105142","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105142/pdf"
"ANC22LA076","ACC","105946","2022-05-27T22:29:00Z","Big Lake","Alaska","United States",,"N5896B","33896","false","Aviation","DirectorBrief","2023-02-09T05:00:00Z","2023-01-30T15:00:00Z","None","0","0","0","0",,"A hard landing for an unknown reason, resulting in substantial damage to the airplane.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"61.534571","-149.97824","CESSNA","182A","AIR","PVT","Call of the wild","false",,"REC",,"UNK","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105946","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105946/pdf"
"CEN22LA226","ACC","105188","2022-05-27T07:30:00Z","Weiner","Arkansas","United States",,"N579LA","802A-0579","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","2022-07-07T19:00:00Z","Serious","0","1","0","1","0","The pilot’s failure to maintain clearance from the telephone pole during a low-level aerial application pass.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Pole - Awareness of condition",,"35.590271999999999","-90.913672000000005","AIR TRACTOR INC","AT-802A","AIR","8M2","Sally Wofford Airport","false","1","TP","NSCH","AAPL","137","Destroyed","VMC","Johnson, Cory and Trampas","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105188","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105188/pdf"
"ERA22LA242","ACC","105139","2022-05-25T16:00:00Z","Putnam Valley","New York","United States",,"N7410B","7EC-442","false","Aviation","DirectorBrief","2023-10-25T04:00:00Z","2023-10-25T17:00:00Z","None","0","0","0","0","0","A total loss of engine power during cruise flight due to fuel starvation resulting from obstructed forward and aft vent outlets in the left fuel tank.","Aircraft - Aircraft systems - Fuel system - Fuel distribution - Inoperative, Aircraft - Aircraft handling/service - Maintenance/inspections - (general) - Not serviced/maintained",,"43.799599000000001","-73.399586999999997","AERONCA","7EC","AIR",,,"false","1","REC",,"FERY","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105139","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105139/pdf"
"DCA22LA125","ACC","105167","2022-05-25T01:10:00Z","Springfield","Missouri","United States",,"N483UA","1586","false","Aviation","DirectorBrief","2023-06-16T04:00:00Z","2024-04-01T16:00:00Z","Serious","0","1","0","1",,"The flight’s encounter with clear air moderate turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Contributed to outcome, Personnel issues - Action/decision - Action - (general) - Cabin crew, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel",,"37.185094999999997","-93.234153000000006","AIRBUS INDUSTRIE","A320-232","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","United Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105167","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105167/pdf"
"ANC22LA035","ACC","105132","2022-05-24T15:10:00Z","Yakutat","Alaska","United States",,"N703TH","456","false","Aviation","DirectorBrief","2023-10-05T04:00:00Z","2023-10-05T17:00:00Z","Serious","0","4","0","4",,"The pilot’s failure to determine the actual weight and balance of the airplane before departure, which resulted in the airplane being operated outside of the aft center of gravity limits and the subsequent aerodynamic stall on final approach. Contributing to the accident was the Federal Aviation Administration's failure to require weight and balance documentation for 14 Code of Federal Regulations Part 135 single-engine operations.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Attain/maintain not possible, Aircraft - Aircraft oper/perf/capability - (general) - (general) - Incorrect use/operation, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Not specified, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Capability exceeded, Aircraft - Aircraft oper/perf/capability - Aircraft capability - CG/weight distribution - Incorrect use/operation, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of reg compliance - FAA/Regulator",,"59.164332999999999","-138.4888","DEHAVILLAND","DHC-3","AIR","3AK","Dry Bay Airport","false","1","TP","NSCH",,"135","Substantial","VMC","Yakutat Coastal Airlines","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105132","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105132/pdf"
"ANC22LA055","ACC","105520","2022-05-22T07:30:00Z","Port Moller","Alaska","United States",,"N757R","52554","false","Aviation","DirectorBrief","2023-02-09T05:00:00Z","2023-01-30T15:00:00Z","Serious","0","1","0","1",,"The pilot’s inadequate preflight inspection, which did not detect a screw in the control yoke column, and his failure to confirm flight control continuity before takeoff.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"56.136541000000001","-160.45330000000001","CESSNA","182C","AIR",,"Bear River Lodge","false","1","REC","NSCH","BUS","091","Substantial","VMC","SHEPARD PETER M","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105520","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105520/pdf"
"DCA22LA134","ACC","105307","2022-05-21T20:00:00Z","Tacoma","Washington","United States",,"N256WN","32514","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","2022-07-20T07:00:00Z","Serious","0","1","0","1",,"During cruise flight with no reported turbulence a passenger sustained a serious injury for an unknown reason.","Personnel issues - Miscellaneous - (general) - (general) - Passenger",,"47.185699999999997","-122.27370000000001","BOEING","737-700","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","SOUTHWEST AIRLINES CO","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105307","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105307/pdf"
"WPR21LA368","ACC","107076","2022-05-21T15:00:00Z","Sacramento","California","United States",,"N8521V","602-0690","false","Aviation","DirectorBrief","2023-06-06T04:00:00Z","2023-06-07T17:00:00Z","None","0","0","0","0","0","The pilot's inadequate fuel management, which resulted in a total loss of engine power due to fuel starvation.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",,"38.838611","-121.54722","AIR TRACTOR INC","AT-602","AIR","CA07","Scheidel Ranch Airport","false","1","TP",,"AAPL","137","Substantial","VMC","FARM AIR FLYING SERVICE LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=107076","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/107076/pdf"
"WPR22LA181","ACC","105098","2022-05-12T13:45:00Z","Franklin","California","United States",,"N23FG","18504035","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","2022-11-03T11:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control of the airplane during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"38.304000000000002","-121.4293","CESSNA","185","AIR","F72","FRANKLIN FLD","false","1","REC",,"PUBS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105098","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105098/pdf"
"CEN22LA200","ACC","105080","2022-05-12T10:35:00Z","Aurora","Missouri","United States",,"N510KK","H80178DC","false","Aviation","DirectorBrief","2022-07-13T04:00:00Z","2022-06-29T04:00:00Z","Minor","0","0","1","1",,"The pilot did not ensure clearance from a power line during a surveillance pass of a field to be sprayed.","Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment",,"36.950023999999999","-93.700218000000007","THRUSH AIRCRAFT INC","S2R-H80","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","KINGSLEY KIMAN J","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105080","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105080/pdf"
"ERA22LA224","ACC","105073","2022-05-11T18:57:00Z","Somerville","Tennessee","United States",,"N31580","301-0484","false","Aviation","DirectorBrief","2024-05-14T04:00:00Z","2024-05-09T17:00:00Z","Minor","0","0","1","1",,"The inadequate inspection and maintenance of the engine exhaust system, which resulted in an in-flight fire.","Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel, Aircraft - Aircraft power plant - Engine exhaust - (general) - Inadequate inspection",,"36.562378000000002","-87.750844000000001","AIR TRACTOR INC","AT-301","AIR",,,"false","1","REC",,"AAPL","137","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105073","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105073/pdf"
"DCA22LA182","INC","105749","2022-05-11T14:19:00Z","Houston","Texas","United States",,"N965SW","7871","false","Aviation","DirectorBrief","2024-07-17T04:00:00Z","2024-07-17T18:00:00Z","None","0","0","0","0","0","A lateral runway excursion during landing for reasons that could not be determined based on the available evidence.","Aircraft - Aircraft oper/perf/capability - (general) - (general) - Unknown/Not determined",,"29.984435000000001","-95.341442000000001","MITSUBISHI","CL-600-2B19","AIR","IAH","George Bush Intercontinental/Houston Airport","false","2","TF","SCHD",,"121","Minor","VMC","SKYWEST AIRLINES INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105749","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105749/pdf"
"CEN22LA195","ACC","105063","2022-05-05T21:10:00Z","Denver","Colorado","United States",,"N36LC","T-387","false","Aviation","DirectorBrief","2023-11-08T05:00:00Z","2023-11-08T18:00:00Z","None","0","0","0","0",,"The captain’s failure to ensure that the parking brake was correctly released before takeoff, which resulted in seized brakes during landing and a subsequent loss of directional control and runway excursion.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation",,"39.565916000000001","-104.84878","SWEARINGEN","SA226-T(B)","AIR","APA","Centennial Airport","false","2","TP",,"POSI","091","Substantial","VMC","Cloud Peak Aviation","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105063","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105063/pdf"
"ERA22LA239","ACC","105129","2022-05-05T09:30:00Z","Hawkinsville","Georgia","United States",,"N6216M","H80-200","false","Aviation","DirectorBrief","2024-07-05T04:00:00Z","2024-07-05T17:00:00Z","None","0","0","0","0","0","A failure of the electric main fuel pump due to the carbon brushes having completely worn away.","Aircraft - Aircraft systems - Fuel system - Fuel pumps - Fatigue/wear/corrosion",,"32.168804999999999","-83.429893000000007","THRUSH","S2R","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105129","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105129/pdf"
"CEN22LA188","ACC","105033","2022-04-30T10:00:00Z","Milwaukee","Wisconsin","United States",,"N699CZ","U-10","false","Aviation","DirectorBrief","2024-03-13T04:00:00Z","2024-03-13T17:00:00Z","None","0","0","0","0","0","A right main landing gear collapse due to fatigue failure of the landing gear drag leg support fitting.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion",,"42.946931999999997","-87.897064","BEECH","B-99","AIR","MKE","General Mitchell International Airport","false","2","TP","NSCH","BUS","135","Substantial","VMC","Freight Runners","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105033","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105033/pdf"
"WPR22LA162","ACC","104983","2022-04-21T09:25:00Z","Las Vegas","Nevada","United States",,"N182HH","182-60045","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","2022-09-22T14:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain sufficient clearance from the jet blast of a departing jet airplane.","Environmental issues - Conditions/weather/phenomena - Turbulence - Wake turbulence - Effect on equipment, Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot",,"36.168871000000003","-115.14713999999999","CESSNA","182","AIR","KLAS","Harry Reid International","false","1","REC",,"FERY","091","Substantial","VMC","Jeffery Price","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104983","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104983/pdf"
"ANC22LA031","ACC","104965","2022-04-15T17:32:00Z","Pilot Station","Alaska","United States",,"N73503","20700599","false","Aviation","DirectorBrief","2022-09-01T04:00:00Z","2022-07-30T11:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control during takeoff in crosswind conditions which resulted in a loss of control and impact with terrain.","Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Decision related to condition",,"61.961550000000003","-162.94136","CESSNA","207A","AIR","OAK","Pilot Station","false","1","REC",,"BUS","091","Substantial","VMC","RYAN AIR INC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104965","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104965/pdf"
"WPR22FA151","ACC","104938","2022-04-13T08:32:00Z","Heyburn","Idaho","United States",,"N928JP","208B2428","false","Aviation","DirectorBrief","2024-04-18T04:00:00Z","2024-04-18T17:00:00Z","Fatal","1","0","0","1",,"The pilot’s failure to maintain altitude during an instrument approach, which resulted in a descent below the approach path and impact with a vent stack. Also causal was the failure of the processing plant to correctly paint the vent stacks, which had been determined by the FAA to be a hazard to navigation due to their proximity to the landing approach path. Contributing to the accident was the likely distraction/illusion/obscuration created by steam from the processing plant, which intermittently obscured the runway.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Organizational issues - Support/oversight/monitoring - Enforcement - Information design specs - FAA/Regulator, Environmental issues - Physical environment - Object/animal/substance - Residence/building - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Effect on operation, Personnel issues - Task performance - Maintenance - Modification/alteration - Other",,"42.551433000000003","-113.75969000000001","CESSNA","208B","AIR","KBYI","Burley Municipal Airport","false","1","TP","NSCH","OWRK","135","Substantial","IMC","Gem Air LLC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104938","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104938/pdf"
"ANC22LA045","ACC","105305","2022-04-06T18:00:00Z","Aleknagik","Alaska","United States",,"N6847B","22-4146","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","2022-08-31T11:00:00Z","None","0","0","0","0",,"The pilot’s selection of unsuitable terrain for taxi which resulted in an impact with trees.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Decision related to condition",,"59.273099999999999","-158.61829","PIPER","PA-22-150","AIR",,,"false","1","REC","NSCH","BUS","135","Substantial","VMC","Wood Tikchik Air","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=105305","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/105305/pdf"
"CEN22FA168","ACC","104891","2022-04-05T12:31:00Z","Marlin","Texas","United States",,"N858JA","U20603437","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","2022-09-27T19:00:00Z","Fatal","2","0","0","2",,"The pilot’s failure to maintain control of the airplane during landing for reasons that could not be determined based on available information.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"31.339383999999999","-96.850440000000006","CESSNA","TU206F","AIR","T15","Marlin Municipal Airport","false","1","REC",,"AOBV","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104891","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104891/pdf"
"ERA22LA179","ACC","104893","2022-04-04T12:50:00Z","Manville","New Jersey","United States",,"N41XL","27-0355","false","Aviation","DirectorBrief","2022-07-01T04:00:00Z","2022-06-02T04:00:00Z","Minor","0","0","1","1","0","The pilot’s delayed go-around decision following an encounter with a tailwind during landing, which resulted in an inability to climb and subsequent impact with trees.","Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Action - Delayed action - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Contributed to outcome",,"40.529423999999999","-74.591200999999998","MOONEY","M20M","AIR","47N","Central Jersey Regional Airport","false","1","REC",,"BUS","091","Substantial","VMC","GUTHRIE GROUP INC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104893","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104893/pdf"
"CEN22LA166","ACC","104886","2022-03-29T18:45:00Z","Odessa","Texas","United States",,"N469SL","BB-1036","false","Aviation","DirectorBrief","2022-07-01T04:00:00Z","2022-05-25T04:00:00Z","Serious","0","1","0","1","0","The airplane’s encounter with severe clear air turbulence that was not forecasted, which resulted in a serious injury to an unrestrained passenger.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel, Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Not used/operated, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Compliance w/ procedure, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Awareness of condition, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Passenger",,"31.917968999999999","-102.37715","BEECH","B200","AIR","ODO","Odessa Airport-Schlemeyer Field","false","2","TP",,"BUS","091","None","VMC","Integrated Pain Associates, PLLC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104886","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104886/pdf"
"ERA22LA172","ACC","104857","2022-03-29T15:00:00Z","Melbourne","Florida","United States",,"N5067W","28-76","false","Aviation","DirectorBrief","2023-10-19T04:00:00Z","2023-10-19T17:00:00Z","Minor","0","0","1","1",,"A loss of engine power due to oil starvation as a result of the failure of the No. 3 crankshaft journal bearing.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure",,"28.142326000000001","-80.657656000000003","PIPER","PA-28","AIR","MLB","Melbourne Orlando International","false","1","REC",,"POSI","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104857","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104857/pdf"
"CEN22LA157","ACC","104851","2022-03-26T16:14:00Z","Rayville","Louisiana","United States",,"N9192E","401-0906","false","Aviation","DirectorBrief","2023-11-08T05:00:00Z","2023-11-08T18:00:00Z","Serious","0","1","0","1","0","A loss of engine power for a reason that could not be determined based on available information.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"32.519801999999999","-91.704143999999999","AIR TRACTOR INC","AT-401","AIR","n/a",,"false","1","REC",,"AAPL","137","Substantial","VMC","COLLINSTON AIR SERVICE INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104851","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104851/pdf"
"CEN22LA155","ACC","104836","2022-03-22T12:00:00Z","Plains","Texas","United States",,"N7199G","17258899","false","Aviation","DirectorBrief","2022-07-05T04:00:00Z","2022-04-19T16:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain control of the airplane during taxi with a strong crosswind.","Environmental issues - Conditions/weather/phenomena - Wind - High wind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - High wind - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"33.218249","-102.82631000000001","CESSNA","172K","AIR","F98","Yoakum County Airport","false","1","REC",,"AOBV","091","Substantial","VMC","AMERICAN PATRIOTS INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=104836","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104836/pdf"
